Close Ratio,High Ratio,Low Ratio
2013-07-17,0.993827160493827,0.9893004115226337,1.005349794238683
2013-07-16,1.0104166666666667,0.9958333333333332,1.0125
2013-07-15,1.0041946308724832,0.9966442953020135,1.0054530201342282
2013-07-12,0.9979123173277662,0.9874739039665971,1.0020876826722338
2013-07-11,1.018251273344652,0.9961799660441426,1.0186757215619695
