Close Change n,Low Change n,High Change n,Twitter n,Close Change n-1,Low Change n-1,High Change n-1,Twitter n-1,Close Change n-2,Low Change n-2,High Change n-2,Twitter n-2
-0.01881782498268303,-0.020203186331101408,0.002031863311013682,0.07406397448898377,-0.0037380589782638474,-0.006391619364068402,0.0034380912824771848,-0.5427507137038481,0.0014195950663253853,-0.003444263439608908,0.005864556667442455,-0.19898674594299434
-0.0037380589782638474,-0.006391619364068402,0.0034380912824771848,-0.5427507137038481,0.0014195950663253853,-0.003444263439608908,0.005864556667442455,-0.19898674594299434,0.00862796586326553,-0.005509706461596098,0.009823689393228863,0.5331728598628304
0.0014195950663253853,-0.003444263439608908,0.005864556667442455,-0.19898674594299434,0.00862796586326553,-0.005509706461596098,0.009823689393228863,0.5331728598628304,0.005717512529116897,-0.0004941060210347237,0.015176113503211575,-0.999609081388395
0.00862796586326553,-0.005509706461596098,0.009823689393228863,0.5331728598628304,0.005717512529116897,-0.0004941060210347237,0.015176113503211575,-0.999609081388395,-0.0026657313223430457,-0.009914649830468747,0.00500409213141606,-3.377314226907134
0.003918275958578299,-0.005877413937867115,0.004478029666946659,0.0,-0.006124721603563477,-0.008908685968819552,0.003062360801781683,0.5342275787594488,-0.0016722408026756952,-0.004180602006689127,0.01672240802675562,0.14500963045757914
-0.006124721603563477,-0.008908685968819552,0.003062360801781683,0.5342275787594488,-0.0016722408026756952,-0.004180602006689127,0.01672240802675562,0.14500963045757914,0.007620660457239747,-0.0028224668360147254,0.007902907140841187,4.340328106871381
-0.0016722408026756952,-0.004180602006689127,0.01672240802675562,0.14500963045757914,0.007620660457239747,-0.0028224668360147254,0.007902907140841187,4.340328106871381,0.007096224808401885,-0.002270791938688621,0.008231620777746418,0.36991812231642346
0.007620660457239747,-0.0028224668360147254,0.007902907140841187,4.340328106871381,0.007096224808401885,-0.002270791938688621,0.008231620777746418,0.36991812231642346,-0.003667136812411931,-0.009590973201692665,0.00338504936530315,-0.5129512803166485
0.03923617708531246,-0.011305339160174954,0.04199125973779205,-0.32086525835137136,0.0021042563366810985,-0.0026781444285031153,0.013868962219033998,-0.25974995805389445,-0.0018181818181818299,-0.005837320574162641,0.0043062200956938135,-1.0417636496551865
0.0021042563366810985,-0.0026781444285031153,0.013868962219033998,-0.25974995805389445,-0.0018181818181818299,-0.005837320574162641,0.0043062200956938135,-1.0417636496551865,-0.002109906972283526,-0.007001054953486019,0.006042006329721072,1.5085252303336825
-0.0018181818181818299,-0.005837320574162641,0.0043062200956938135,-1.0417636496551865,-0.002109906972283526,-0.007001054953486019,0.006042006329721072,1.5085252303336825,0.0019184652278176895,-0.012661870503597017,0.003836930455635601,1.1560884101546924
-0.002109906972283526,-0.007001054953486019,0.006042006329721072,1.5085252303336825,0.0019184652278176895,-0.012661870503597017,0.003836930455635601,1.1560884101546924,0.006855928930088684,-0.01274623406720754,0.006855928930088684,1.5552845503908643
0.00275961759584753,-0.008147442425835205,0.004599362659745809,-0.4233708714203024,-0.007052600646488272,-0.01436640872432815,0.00022855650243247538,-2.8567324596771817,0.005603153402612637,-0.004169788578688549,0.0059614946085935205,-0.08135174447374555
-0.007052600646488272,-0.01436640872432815,0.00022855650243247538,-2.8567324596771817,0.005603153402612637,-0.004169788578688549,0.0059614946085935205,-0.08135174447374555,-0.0013992840872112389,-0.0058249267816467,0.006801171493654223,1.2199602488306804
0.005603153402612637,-0.004169788578688549,0.0059614946085935205,-0.08135174447374555,-0.0013992840872112389,-0.0058249267816467,0.006801171493654223,1.2199602488306804,-0.002278126728935459,-0.00950304292641635,0.0023432160640479704,1.0517097153997756
